timestamp,oil_urals,gdp_quart,gdp_quart_growth,cpi,ppi,gdp_deflator,balance_trade,balance_trade_growth,usdrub,eurrub,brent,net_capital_export,gdp_annual,gdp_annual_growth,average_provision_of_build_contract,average_provision_of_build_contract_moscow,rts,micex,micex_rgbi_tr,micex_cbi_tr,deposits_value,deposits_growth,deposits_rate,mortgage_value,mortgage_growth,mortgage_rate,grp,grp_growth,income_per_cap,real_dispos_income_per_cap_growth,salary,salary_growth,fixed_basket,retail_trade_turnover,retail_trade_turnover_per_cap,retail_trade_turnover_growth,labor_force,unemployment,employment,invest_fixed_capital_per_cap,invest_fixed_assets,profitable_enterpr_share,unprofitable_enterpr_share,share_own_revenues,overdue_wages_per_cap,fin_res_per_cap,marriages_per_1000_cap,divorce_rate,construction_value,invest_fixed_assets_phys,pop_natural_increase,pop_migration,pop_total_inc,childbirth,mortality,housing_fund_sqm,lodging_sqm_per_cap,water_pipes_share,baths_share,sewerage_share,gas_share,hot_water_share,electric_stove_share,heating_share,old_house_share,average_life_exp,infant_mortarity_per_1000_cap,perinatal_mort_per_1000_cap,incidence_population,rent_price_4+room_bus,rent_price_3room_bus,rent_price_2room_bus,rent_price_1room_bus,rent_price_3room_eco,rent_price_2room_eco,rent_price_1room_eco,load_of_teachers_preschool_per_teacher,child_on_acc_pre_school,load_of_teachers_school_per_teacher,students_state_oneshift,modern_education_share,old_education_build_share,provision_doctors,provision_nurse,load_on_doctors,power_clinics,hospital_beds_available_per_cap,hospital_bed_occupancy_per_year,provision_retail_space_sqm,provision_retail_space_modern_sqm,turnover_catering_per_cap,theaters_viewers_per_1000_cap,seats_theather_rfmin_per_100000_cap,museum_visitis_per_100_cap,bandwidth_sports,population_reg_sports_share,students_reg_sports_share,apartment_build,apartment_fund_sqm
5/17/2014,107.843,17138.9,0.6,419.1,500.3,113.465,21.583,47.5,34.7535,47.6193,109.75,0.31347371,71016.7,0.012794871,6.22,6.18,1262.01,1392.3,125.91,244.52,16847471,0.017122891,5.19,493603,0.468186996,12.3,12808.5734,0.08410365,47334,-0.079,61208,0.103141018,16205.25,4436.8984,365.089,102.4,7087.326,0.015,0.74,126874,1541.884366,0.646,0.354,0.977828439,57746,96.91260146,8.3,3.7,734697.6,100.1,1.6,5.7,7.3,11.3,9.7,234,19.1850455,98.8,98.6,98.1,43.3,94.3,55.2,99.3,0.4,76.7,6.1,7.61,662.3,171.27,102.33,79.09,59.03,50.24,41.17,32.87,NA,"16,765",1517.954545,85.5056,"93,08","25,47",61,92.8,7804.909725,41.9,707,286,NA,NA,10311,NA,0.44784,NA,398451,28.2,NA,46080,229294.8
5/18/2014,107.843,17138.9,0.6,419.1,500.3,113.465,21.583,47.5,34.7535,47.6193,109.75,0.31347371,71016.7,0.012794871,6.22,6.18,1262.01,1392.3,125.91,244.52,16847471,0.017122891,5.19,493603,0.468186996,12.3,12808.5734,0.08410365,47334,-0.079,61208,0.103141018,16205.25,4436.8984,365.089,102.4,7087.326,0.015,0.74,126874,1541.884366,0.646,0.354,0.977828439,57746,96.91260146,8.3,3.7,734697.6,100.1,1.6,5.7,7.3,11.3,9.7,234,19.1850455,98.8,98.6,98.1,43.3,94.3,55.2,99.3,0.4,76.7,6.1,7.61,662.3,171.27,102.33,79.09,59.03,50.24,41.17,32.87,NA,"16,765",1517.954545,85.5056,"93,08","25,47",61,92.8,7804.909725,41.9,707,286,NA,NA,10311,NA,0.44784,NA,398451,28.2,NA,46080,229294.8
5/19/2014,107.843,17138.9,0.6,419.1,500.3,113.465,21.583,47.5,34.5449,47.3613,109.37,0.31347371,71016.7,0.012794871,6.22,6.18,1289.98,1413.85,125.94,244.81,16847471,0.017122891,5.19,493603,0.468186996,12.3,12808.5734,0.08410365,47334,-0.079,61208,0.103141018,16205.25,4436.8984,365.089,102.4,7087.326,0.015,0.74,126874,1541.884366,0.646,0.354,0.977828439,57746,96.91260146,8.3,3.7,734697.6,100.1,1.6,5.7,7.3,11.3,9.7,234,19.1850455,98.8,98.6,98.1,43.3,94.3,55.2,99.3,0.4,76.7,6.1,7.61,662.3,171.27,102.33,79.09,59.03,50.24,41.17,32.87,NA,"16,765",1517.954545,85.5056,"93,08","25,47",61,92.8,7804.909725,41.9,707,286,NA,NA,10311,NA,0.44784,NA,398451,28.2,NA,46080,229294.8
5/20/2014,107.843,17138.9,0.6,419.1,500.3,113.465,21.583,47.5,34.5215,47.2581,109.69,0.31347371,71016.7,0.012794871,6.22,6.18,1298.64,1425.58,126.22,244.9,16847471,0.017122891,5.19,493603,0.468186996,12.3,12808.5734,0.08410365,47334,-0.079,61208,0.103141018,16205.25,4436.8984,365.089,102.4,7087.326,0.015,0.74,126874,1541.884366,0.646,0.354,0.977828439,57746,96.91260146,8.3,3.7,734697.6,100.1,1.6,5.7,7.3,11.3,9.7,234,19.1850455,98.8,98.6,98.1,43.3,94.3,55.2,99.3,0.4,76.7,6.1,7.61,662.3,171.27,102.33,79.09,59.03,50.24,41.17,32.87,NA,"16,765",1517.954545,85.5056,"93,08","25,47",61,92.8,7804.909725,41.9,707,286,NA,NA,10311,NA,0.44784,NA,398451,28.2,NA,46080,229294.8
5/21/2014,107.843,17138.9,0.6,419.1,500.3,113.465,21.583,47.5,34.386,46.9807,110.55,0.31347371,71016.7,0.012794871,6.22,6.18,1317.09,1439.9,126.73,244.85,16847471,0.017122891,5.19,493603,0.468186996,12.3,12808.5734,0.08410365,47334,-0.079,61208,0.103141018,16205.25,4436.8984,365.089,102.4,7087.326,0.015,0.74,126874,1541.884366,0.646,0.354,0.977828439,57746,96.91260146,8.3,3.7,734697.6,100.1,1.6,5.7,7.3,11.3,9.7,234,19.1850455,98.8,98.6,98.1,43.3,94.3,55.2,99.3,0.4,76.7,6.1,7.61,662.3,171.27,102.33,79.09,59.03,50.24,41.17,32.87,NA,"16,765",1517.954545,85.5056,"93,08","25,47",61,92.8,7804.909725,41.9,707,286,NA,NA,10311,NA,0.44784,NA,398451,28.2,NA,46080,229294.8
5/22/2014,107.843,17138.9,0.6,419.1,500.3,113.465,21.583,47.5,34.3433,46.8778,110.36,0.31347371,71016.7,0.012794871,6.22,6.18,1312.97,1430.54,126.81,244.7,16847471,0.017122891,5.19,493603,0.468186996,12.3,12808.5734,0.08410365,47334,-0.079,61208,0.103141018,16205.25,4436.8984,365.089,102.4,7087.326,0.015,0.74,126874,1541.884366,0.646,0.354,0.977828439,57746,96.91260146,8.3,3.7,734697.6,100.1,1.6,5.7,7.3,11.3,9.7,234,19.1850455,98.8,98.6,98.1,43.3,94.3,55.2,99.3,0.4,76.7,6.1,7.61,662.3,171.27,102.33,79.09,59.03,50.24,41.17,32.87,NA,"16,765",1517.954545,85.5056,"93,08","25,47",61,92.8,7804.909725,41.9,707,286,NA,NA,10311,NA,0.44784,NA,398451,28.2,NA,46080,229294.8
5/23/2014,107.843,17138.9,0.6,419.1,500.3,113.465,21.583,47.5,34.1563,46.545,110.54,0.31347371,71016.7,0.012794871,6.22,6.18,1326.58,1438.98,127.05,245.28,16847471,0.017122891,5.19,493603,0.468186996,12.3,12808.5734,0.08410365,47334,-0.079,61208,0.103141018,16205.25,4436.8984,365.089,102.4,7087.326,0.015,0.74,126874,1541.884366,0.646,0.354,0.977828439,57746,96.91260146,8.3,3.7,734697.6,100.1,1.6,5.7,7.3,11.3,9.7,234,19.1850455,98.8,98.6,98.1,43.3,94.3,55.2,99.3,0.4,76.7,6.1,7.61,662.3,171.27,102.33,79.09,59.03,50.24,41.17,32.87,NA,"16,765",1517.954545,85.5056,"93,08","25,47",61,92.8,7804.909725,41.9,707,286,NA,NA,10311,NA,0.44784,NA,398451,28.2,NA,46080,229294.8
5/24/2014,107.843,17138.9,0.6,419.1,500.3,113.465,21.583,47.5,34.1563,46.545,110.54,0.31347371,71016.7,0.012794871,6.22,6.18,1326.58,1438.98,127.05,245.28,16847471,0.017122891,5.19,493603,0.468186996,12.3,12808.5734,0.08410365,47334,-0.079,61208,0.103141018,16205.25,4436.8984,365.089,102.4,7087.326,0.015,0.74,126874,1541.884366,0.646,0.354,0.977828439,57746,96.91260146,8.3,3.7,734697.6,100.1,1.6,5.7,7.3,11.3,9.7,234,19.1850455,98.8,98.6,98.1,43.3,94.3,55.2,99.3,0.4,76.7,6.1,7.61,662.3,171.27,102.33,79.09,59.03,50.24,41.17,32.87,NA,"16,765",1517.954545,85.5056,"93,08","25,47",61,92.8,7804.909725,41.9,707,286,NA,NA,10311,NA,0.44784,NA,398451,28.2,NA,46080,229294.8
5/25/2014,107.843,17138.9,0.6,419.1,500.3,113.465,21.583,47.5,34.1563,46.545,110.54,0.31347371,71016.7,0.012794871,6.22,6.18,1326.58,1438.98,127.05,245.28,16847471,0.017122891,5.19,493603,0.468186996,12.3,12808.5734,0.08410365,47334,-0.079,61208,0.103141018,16205.25,4436.8984,365.089,102.4,7087.326,0.015,0.74,126874,1541.884366,0.646,0.354,0.977828439,57746,96.91260146,8.3,3.7,734697.6,100.1,1.6,5.7,7.3,11.3,9.7,234,19.1850455,98.8,98.6,98.1,43.3,94.3,55.2,99.3,0.4,76.7,6.1,7.61,662.3,171.27,102.33,79.09,59.03,50.24,41.17,32.87,NA,"16,765",1517.954545,85.5056,"93,08","25,47",61,92.8,7804.909725,41.9,707,286,NA,NA,10311,NA,0.44784,NA,398451,28.2,NA,46080,229294.8
5/26/2014,107.843,17138.9,0.6,419.1,500.3,113.465,21.583,47.5,34.195,46.6593,110.32,0.31347371,71016.7,0.012794871,6.22,6.18,1335.73,1449.36,127.39,245.41,16847471,0.017122891,5.19,493603,0.468186996,12.3,12808.5734,0.08410365,47334,-0.079,61208,0.103141018,16205.25,4436.8984,365.089,102.4,7087.326,0.015,0.74,126874,1541.884366,0.646,0.354,0.977828439,57746,96.91260146,8.3,3.7,734697.6,100.1,1.6,5.7,7.3,11.3,9.7,234,19.1850455,98.8,98.6,98.1,43.3,94.3,55.2,99.3,0.4,76.7,6.1,7.61,662.3,171.27,102.33,79.09,59.03,50.24,41.17,32.87,NA,"16,765",1517.954545,85.5056,"93,08","25,47",61,92.8,7804.909725,41.9,707,286,NA,NA,10311,NA,0.44784,NA,398451,28.2,NA,46080,229294.8
5/27/2014,107.843,17138.9,0.6,419.1,500.3,113.465,21.583,47.5,34.4078,46.8484,110.02,0.31347371,71016.7,0.012794871,6.22,6.18,1297.5,1417.32,127.01,245.21,16847471,0.017122891,5.19,493603,0.468186996,12.3,12808.5734,0.08410365,47334,-0.079,61208,0.103141018,16205.25,4436.8984,365.089,102.4,7087.326,0.015,0.74,126874,1541.884366,0.646,0.354,0.977828439,57746,96.91260146,8.3,3.7,734697.6,100.1,1.6,5.7,7.3,11.3,9.7,234,19.1850455,98.8,98.6,98.1,43.3,94.3,55.2,99.3,0.4,76.7,6.1,7.61,662.3,171.27,102.33,79.09,59.03,50.24,41.17,32.87,NA,"16,765",1517.954545,85.5056,"93,08","25,47",61,92.8,7804.909725,41.9,707,286,NA,NA,10311,NA,0.44784,NA,398451,28.2,NA,46080,229294.8
5/28/2014,107.843,17138.9,0.6,419.1,500.3,113.465,21.583,47.5,34.57,46.9836,109.81,0.31347371,71016.7,0.012794871,6.22,6.18,1300.46,1425.95,126.82,245.45,16847471,0.017122891,5.19,493603,0.468186996,12.3,12808.5734,0.08410365,47334,-0.079,61208,0.103141018,16205.25,4436.8984,365.089,102.4,7087.326,0.015,0.74,126874,1541.884366,0.646,0.354,0.977828439,57746,96.91260146,8.3,3.7,734697.6,100.1,1.6,5.7,7.3,11.3,9.7,234,19.1850455,98.8,98.6,98.1,43.3,94.3,55.2,99.3,0.4,76.7,6.1,7.61,662.3,171.27,102.33,79.09,59.03,50.24,41.17,32.87,NA,"16,765",1517.954545,85.5056,"93,08","25,47",61,92.8,7804.909725,41.9,707,286,NA,NA,10311,NA,0.44784,NA,398451,28.2,NA,46080,229294.8
5/29/2014,107.843,17138.9,0.6,419.1,500.3,113.465,21.583,47.5,34.6568,47.1628,109.97,0.31347371,71016.7,0.012794871,6.22,6.18,1314.71,1447.39,127.23,245.19,16847471,0.017122891,5.19,493603,0.468186996,12.3,12808.5734,0.08410365,47334,-0.079,61208,0.103141018,16205.25,4436.8984,365.089,102.4,7087.326,0.015,0.74,126874,1541.884366,0.646,0.354,0.977828439,57746,96.91260146,8.3,3.7,734697.6,100.1,1.6,5.7,7.3,11.3,9.7,234,19.1850455,98.8,98.6,98.1,43.3,94.3,55.2,99.3,0.4,76.7,6.1,7.61,662.3,171.27,102.33,79.09,59.03,50.24,41.17,32.87,NA,"16,765",1517.954545,85.5056,"93,08","25,47",61,92.8,7804.909725,41.9,707,286,NA,NA,10311,NA,0.44784,NA,398451,28.2,NA,46080,229294.8
5/30/2014,107.843,17138.9,0.6,419.1,500.3,113.465,21.583,47.5,34.8974,47.6007,109.41,0.31347371,71016.7,0.012794871,6.22,6.18,1295.75,1432.03,127.38,245.56,16847471,0.017122891,5.19,493603,0.468186996,12.3,12808.5734,0.08410365,47334,-0.079,61208,0.103141018,16205.25,4436.8984,365.089,102.4,7087.326,0.015,0.74,126874,1541.884366,0.646,0.354,0.977828439,57746,96.91260146,8.3,3.7,734697.6,100.1,1.6,5.7,7.3,11.3,9.7,234,19.1850455,98.8,98.6,98.1,43.3,94.3,55.2,99.3,0.4,76.7,6.1,7.61,662.3,171.27,102.33,79.09,59.03,50.24,41.17,32.87,NA,"16,765",1517.954545,85.5056,"93,08","25,47",61,92.8,7804.909725,41.9,707,286,NA,NA,10311,NA,0.44784,NA,398451,28.2,NA,46080,229294.8
5/31/2014,107.843,17138.9,0.6,419.1,500.3,113.465,21.583,47.5,34.8974,47.6007,109.41,0.31347371,71016.7,0.012794871,6.22,6.18,1295.75,1432.03,127.38,245.56,16847471,0.017122891,5.19,493603,0.468186996,12.3,12808.5734,0.08410365,47334,-0.079,61208,0.103141018,16205.25,4436.8984,365.089,102.4,7087.326,0.015,0.74,126874,1541.884366,0.646,0.354,0.977828439,57746,96.91260146,8.3,3.7,734697.6,100.1,1.6,5.7,7.3,11.3,9.7,234,19.1850455,98.8,98.6,98.1,43.3,94.3,55.2,99.3,0.4,76.7,6.1,7.61,662.3,171.27,102.33,79.09,59.03,50.24,41.17,32.87,NA,"16,765",1517.954545,85.5056,"93,08","25,47",61,92.8,7804.909725,41.9,707,286,NA,NA,10311,NA,0.44784,NA,398451,28.2,NA,46080,229294.8
6/1/2014,109.6476,17138.9,0.6,422.8,502.4,113.465,19.978,47.5,34.8974,47.6007,109.41,0.178364988,71016.7,0.012794871,6.22,6.18,1295.75,1432.03,127.38,244.52,16756486,-0.005400514,5.33,628163,0.463468219,12.2,12808.5734,0.08410365,51590,-0.079,61208,0.103141018,16295,4436.8984,365.089,102.4,7087.326,0.015,0.74,126874,1541.884366,0.646,0.354,0.977828439,57746,96.91260146,8.3,3.7,734697.6,100.1,1.6,5.7,7.3,11.3,9.7,234,19.1850455,98.8,98.6,98.1,43.3,94.3,55.2,99.3,0.4,76.7,6.1,7.61,662.3,205.59,94.73,74.82,59,48.7,41.18,33.06,NA,"16,765",1517.954545,85.5056,"93,08","25,47",61,92.8,7804.909725,41.9,707,286,NA,NA,10311,NA,0.44784,NA,398451,28.2,NA,46080,229294.8
6/2/2014,109.6476,17138.9,0.6,422.8,502.4,113.465,19.978,47.5,34.9118,47.4657,108.83,0.178364988,71016.7,0.012794871,6.22,6.18,1322.52,1464.47,127.56,245.02,16756486,-0.005400514,5.33,628163,0.463468219,12.2,12808.5734,0.08410365,51590,-0.079,61208,0.103141018,16295,4436.8984,365.089,102.4,7087.326,0.015,0.74,126874,1541.884366,0.646,0.354,0.977828439,57746,96.91260146,8.3,3.7,734697.6,100.1,1.6,5.7,7.3,11.3,9.7,234,19.1850455,98.8,98.6,98.1,43.3,94.3,55.2,99.3,0.4,76.7,6.1,7.61,662.3,205.59,94.73,74.82,59,48.7,41.18,33.06,NA,"16,765",1517.954545,85.5056,"93,08","25,47",61,92.8,7804.909725,41.9,707,286,NA,NA,10311,NA,0.44784,NA,398451,28.2,NA,46080,229294.8
6/3/2014,109.6476,17138.9,0.6,422.8,502.4,113.465,19.978,47.5,35.0559,47.7905,108.82,0.178364988,71016.7,0.012794871,6.22,6.18,1324.03,1472.83,127.43,244.17,16756486,-0.005400514,5.33,628163,0.463468219,12.2,12808.5734,0.08410365,51590,-0.079,61208,0.103141018,16295,4436.8984,365.089,102.4,7087.326,0.015,0.74,126874,1541.884366,0.646,0.354,0.977828439,57746,96.91260146,8.3,3.7,734697.6,100.1,1.6,5.7,7.3,11.3,9.7,234,19.1850455,98.8,98.6,98.1,43.3,94.3,55.2,99.3,0.4,76.7,6.1,7.61,662.3,205.59,94.73,74.82,59,48.7,41.18,33.06,NA,"16,765",1517.954545,85.5056,"93,08","25,47",61,92.8,7804.909725,41.9,707,286,NA,NA,10311,NA,0.44784,NA,398451,28.2,NA,46080,229294.8
6/4/2014,109.6476,17138.9,0.6,422.8,502.4,113.465,19.978,47.5,35.0265,47.6637,108.4,0.178364988,71016.7,0.012794871,6.22,6.18,1324.87,1475.79,127.6,244.17,16756486,-0.005400514,5.33,628163,0.463468219,12.2,12808.5734,0.08410365,51590,-0.079,61208,0.103141018,16295,4436.8984,365.089,102.4,7087.326,0.015,0.74,126874,1541.884366,0.646,0.354,0.977828439,57746,96.91260146,8.3,3.7,734697.6,100.1,1.6,5.7,7.3,11.3,9.7,234,19.1850455,98.8,98.6,98.1,43.3,94.3,55.2,99.3,0.4,76.7,6.1,7.61,662.3,205.59,94.73,74.82,59,48.7,41.18,33.06,NA,"16,765",1517.954545,85.5056,"93,08","25,47",61,92.8,7804.909725,41.9,707,286,NA,NA,10311,NA,0.44784,NA,398451,28.2,NA,46080,229294.8
6/5/2014,109.6476,17138.9,0.6,422.8,502.4,113.465,19.978,47.5,34.6897,47.3058,108.79,0.178364988,71016.7,0.012794871,6.22,6.18,1333.86,1470.7,127.94,244.55,16756486,-0.005400514,5.33,628163,0.463468219,12.2,12808.5734,0.08410365,51590,-0.079,61208,0.103141018,16295,4436.8984,365.089,102.4,7087.326,0.015,0.74,126874,1541.884366,0.646,0.354,0.977828439,57746,96.91260146,8.3,3.7,734697.6,100.1,1.6,5.7,7.3,11.3,9.7,234,19.1850455,98.8,98.6,98.1,43.3,94.3,55.2,99.3,0.4,76.7,6.1,7.61,662.3,205.59,94.73,74.82,59,48.7,41.18,33.06,NA,"16,765",1517.954545,85.5056,"93,08","25,47",61,92.8,7804.909725,41.9,707,286,NA,NA,10311,NA,0.44784,NA,398451,28.2,NA,46080,229294.8
6/6/2014,109.6476,17138.9,0.6,422.8,502.4,113.465,19.978,47.5,34.4144,46.9358,108.61,0.178364988,71016.7,0.012794871,6.22,6.18,1359.1,1484.94,128.22,246.27,16756486,-0.005400514,5.33,628163,0.463468219,12.2,12808.5734,0.08410365,51590,-0.079,61208,0.103141018,16295,4436.8984,365.089,102.4,7087.326,0.015,0.74,126874,1541.884366,0.646,0.354,0.977828439,57746,96.91260146,8.3,3.7,734697.6,100.1,1.6,5.7,7.3,11.3,9.7,234,19.1850455,98.8,98.6,98.1,43.3,94.3,55.2,99.3,0.4,76.7,6.1,7.61,662.3,205.59,94.73,74.82,59,48.7,41.18,33.06,NA,"16,765",1517.954545,85.5056,"93,08","25,47",61,92.8,7804.909725,41.9,707,286,NA,NA,10311,NA,0.44784,NA,398451,28.2,NA,46080,229294.8
6/7/2014,109.6476,17138.9,0.6,422.8,502.4,113.465,19.978,47.5,34.4144,46.9358,108.61,0.178364988,71016.7,0.012794871,6.22,6.18,1359.1,1484.94,128.22,246.27,16756486,-0.005400514,5.33,628163,0.463468219,12.2,12808.5734,0.08410365,51590,-0.079,61208,0.103141018,16295,4436.8984,365.089,102.4,7087.326,0.015,0.74,126874,1541.884366,0.646,0.354,0.977828439,57746,96.91260146,8.3,3.7,734697.6,100.1,1.6,5.7,7.3,11.3,9.7,234,19.1850455,98.8,98.6,98.1,43.3,94.3,55.2,99.3,0.4,76.7,6.1,7.61,662.3,205.59,94.73,74.82,59,48.7,41.18,33.06,NA,"16,765",1517.954545,85.5056,"93,08","25,47",61,92.8,7804.909725,41.9,707,286,NA,NA,10311,NA,0.44784,NA,398451,28.2,NA,46080,229294.8
6/8/2014,109.6476,17138.9,0.6,422.8,502.4,113.465,19.978,47.5,34.4144,46.9358,108.61,0.178364988,71016.7,0.012794871,6.22,6.18,1359.1,1484.94,128.22,247.49,16756486,-0.005400514,5.33,628163,0.463468219,12.2,12808.5734,0.08410365,51590,-0.079,61208,0.103141018,16295,4436.8984,365.089,102.4,7087.326,0.015,0.74,126874,1541.884366,0.646,0.354,0.977828439,57746,96.91260146,8.3,3.7,734697.6,100.1,1.6,5.7,7.3,11.3,9.7,234,19.1850455,98.8,98.6,98.1,43.3,94.3,55.2,99.3,0.4,76.7,6.1,7.61,662.3,205.59,94.73,74.82,59,48.7,41.18,33.06,NA,"16,765",1517.954545,85.5056,"93,08","25,47",61,92.8,7804.909725,41.9,707,286,NA,NA,10311,NA,0.44784,NA,398451,28.2,NA,46080,229294.8
6/9/2014,109.6476,17138.9,0.6,422.8,502.4,113.465,19.978,47.5,34.3259,46.6354,109.99,0.178364988,71016.7,0.012794871,6.22,6.18,1361.65,1485.39,128.52,247.49,16756486,-0.005400514,5.33,628163,0.463468219,12.2,12808.5734,0.08410365,51590,-0.079,61208,0.103141018,16295,4436.8984,365.089,102.4,7087.326,0.015,0.74,126874,1541.884366,0.646,0.354,0.977828439,57746,96.91260146,8.3,3.7,734697.6,100.1,1.6,5.7,7.3,11.3,9.7,234,19.1850455,98.8,98.6,98.1,43.3,94.3,55.2,99.3,0.4,76.7,6.1,7.61,662.3,205.59,94.73,74.82,59,48.7,41.18,33.06,NA,"16,765",1517.954545,85.5056,"93,08","25,47",61,92.8,7804.909725,41.9,707,286,NA,NA,10311,NA,0.44784,NA,398451,28.2,NA,46080,229294.8
6/10/2014,109.6476,17138.9,0.6,422.8,502.4,113.465,19.978,47.5,34.3493,46.5279,109.52,0.178364988,71016.7,0.012794871,6.22,6.18,1368.84,1490.81,128.38,249.04,16756486,-0.005400514,5.33,628163,0.463468219,12.2,12808.5734,0.08410365,51590,-0.079,61208,0.103141018,16295,4436.8984,365.089,102.4,7087.326,0.015,0.74,126874,1541.884366,0.646,0.354,0.977828439,57746,96.91260146,8.3,3.7,734697.6,100.1,1.6,5.7,7.3,11.3,9.7,234,19.1850455,98.8,98.6,98.1,43.3,94.3,55.2,99.3,0.4,76.7,6.1,7.61,662.3,205.59,94.73,74.82,59,48.7,41.18,33.06,NA,"16,765",1517.954545,85.5056,"93,08","25,47",61,92.8,7804.909725,41.9,707,286,NA,NA,10311,NA,0.44784,NA,398451,28.2,NA,46080,229294.8
6/11/2014,109.6476,17138.9,0.6,422.8,502.4,113.465,19.978,47.5,34.3761,46.5298,109.95,0.178364988,71016.7,0.012794871,6.22,6.18,1374.94,1501.18,128.26,246.07,16756486,-0.005400514,5.33,628163,0.463468219,12.2,12808.5734,0.08410365,51590,-0.079,61208,0.103141018,16295,4436.8984,365.089,102.4,7087.326,0.015,0.74,126874,1541.884366,0.646,0.354,0.977828439,57746,96.91260146,8.3,3.7,734697.6,100.1,1.6,5.7,7.3,11.3,9.7,234,19.1850455,98.8,98.6,98.1,43.3,94.3,55.2,99.3,0.4,76.7,6.1,7.61,662.3,205.59,94.73,74.82,59,48.7,41.18,33.06,NA,"16,765",1517.954545,85.5056,"93,08","25,47",61,92.8,7804.909725,41.9,707,286,NA,NA,10311,NA,0.44784,NA,398451,28.2,NA,46080,229294.8
6/12/2014,109.6476,17138.9,0.6,422.8,502.4,113.465,19.978,47.5,34.3232,46.499,113.02,0.178364988,71016.7,0.012794871,6.22,6.18,1374.94,1501.18,128.26,246.07,16756486,-0.005400514,5.33,628163,0.463468219,12.2,12808.5734,0.08410365,51590,-0.079,61208,0.103141018,16295,4436.8984,365.089,102.4,7087.326,0.015,0.74,126874,1541.884366,0.646,0.354,0.977828439,57746,96.91260146,8.3,3.7,734697.6,100.1,1.6,5.7,7.3,11.3,9.7,234,19.1850455,98.8,98.6,98.1,43.3,94.3,55.2,99.3,0.4,76.7,6.1,7.61,662.3,205.59,94.73,74.82,59,48.7,41.18,33.06,NA,"16,765",1517.954545,85.5056,"93,08","25,47",61,92.8,7804.909725,41.9,707,286,NA,NA,10311,NA,0.44784,NA,398451,28.2,NA,46080,229294.8
6/13/2014,109.6476,17138.9,0.6,422.8,502.4,113.465,19.978,47.5,34.408,46.5548,113.41,0.178364988,71016.7,0.012794871,6.22,6.18,1374.94,1501.18,128.26,246.07,16756486,-0.005400514,5.33,628163,0.463468219,12.2,12808.5734,0.08410365,51590,-0.079,61208,0.103141018,16295,4436.8984,365.089,102.4,7087.326,0.015,0.74,126874,1541.884366,0.646,0.354,0.977828439,57746,96.91260146,8.3,3.7,734697.6,100.1,1.6,5.7,7.3,11.3,9.7,234,19.1850455,98.8,98.6,98.1,43.3,94.3,55.2,99.3,0.4,76.7,6.1,7.61,662.3,205.59,94.73,74.82,59,48.7,41.18,33.06,NA,"16,765",1517.954545,85.5056,"93,08","25,47",61,92.8,7804.909725,41.9,707,286,NA,NA,10311,NA,0.44784,NA,398451,28.2,NA,46080,229294.8
6/14/2014,109.6476,17138.9,0.6,422.8,502.4,113.465,19.978,47.5,34.408,46.5548,113.41,0.178364988,71016.7,0.012794871,6.22,6.18,1374.94,1501.18,128.26,246.07,16756486,-0.005400514,5.33,628163,0.463468219,12.2,12808.5734,0.08410365,51590,-0.079,61208,0.103141018,16295,4436.8984,365.089,102.4,7087.326,0.015,0.74,126874,1541.884366,0.646,0.354,0.977828439,57746,96.91260146,8.3,3.7,734697.6,100.1,1.6,5.7,7.3,11.3,9.7,234,19.1850455,98.8,98.6,98.1,43.3,94.3,55.2,99.3,0.4,76.7,6.1,7.61,662.3,205.59,94.73,74.82,59,48.7,41.18,33.06,NA,"16,765",1517.954545,85.5056,"93,08","25,47",61,92.8,7804.909725,41.9,707,286,NA,NA,10311,NA,0.44784,NA,398451,28.2,NA,46080,229294.8
6/15/2014,109.6476,17138.9,0.6,422.8,502.4,113.465,19.978,47.5,34.408,46.5548,113.41,0.178364988,71016.7,0.012794871,6.22,6.18,1374.94,1501.18,128.26,246.07,16756486,-0.005400514,5.33,628163,0.463468219,12.2,12808.5734,0.08410365,51590,-0.079,61208,0.103141018,16295,4436.8984,365.089,102.4,7087.326,0.015,0.74,126874,1541.884366,0.646,0.354,0.977828439,57746,96.91260146,8.3,3.7,734697.6,100.1,1.6,5.7,7.3,11.3,9.7,234,19.1850455,98.8,98.6,98.1,43.3,94.3,55.2,99.3,0.4,76.7,6.1,7.61,662.3,205.59,94.73,74.82,59,48.7,41.18,33.06,NA,"16,765",1517.954545,85.5056,"93,08","25,47",61,92.8,7804.909725,41.9,707,286,NA,NA,10311,NA,0.44784,NA,398451,28.2,NA,46080,229294.8
